Course_ID,Course_Name,Category,Subcategory,Language,Instructor,Duration_Hours,Views,Ratings,Number_of_Reviews,Skills,Subtitles,Course_Level,Course_Price,Enrollment,Course_Date
CRS10396,Mastering Career Development in 2025,Personal Development,Career Development,Spanish,Elena Rossi.,2.5,2242,4.5,63.0,"Unity, C++, Power BI, Photoshop, Video Editing",no,Beginner,34.99,138,05/12/2024
CRS10706,Mastering IT Certifications in 2025, IT & Software ,IT Certifications,French,Kenji Johnson,2.6,533,4.3,8.0,"Guitar, Excel, Music Theory, JavaScript, 3D Modeling",Yes,Intermediate,12.99,128,2024/11/16
CRS10127,Network & Security Crash Course,IT & Software,NETWORK & SECURITY,English,Hiro Fernandez,7.7,88703,4.3,1184.0,Kubernetes,Yes,Beginner,79.99,17739,28/07/2023
CRS10279,Complete Music Production Bootcamp,Music,Music Production,Hindi,Maria Kumar,3.0,1018,4.6,58.0,"Unreal Engine, 3D Modeling, Java",No,All Levels,0.0,125,2024-10-29
CRS10672,Mastering Videography in 2025,Photography & Video,Videography,German,Sara Ito,10.7,38037,3.7,1641.0,"Docker, C++, Data Visualization, Public Speaking, Scrum",Yes,Intermediate,49.99,7067,2024-10-09
CRS10117,The Ultimate Project Management Course,Business,Project Management,english,Thomas Johnson,4.2,7.0k,5.0,157.0,"Deep Learning, Public Speaking, SQL, Node.js, SEO",no,All Levels,49.99,830,04-12-2024
CRS10229,The Ultimate Cybersecurity Course,IT & Software,Cybersecurity,Portuguese,Grace Reddy,5.6,5984,4.5,304.0,"HTML/CSS, Google Ads, Scrum, Node.js",,Intermediate,99.99,1357,2024/11/21
CRS10607,Advanced IT Certifications Masterclass,IT & Software,IT Certifications,ENGLISH,Rahul Nguyen,6.5,14677,4.0,212.0,"3D Modeling, Node.js",Yes,All Levels,99.99,2497,26/08/2024
CRS10639,Photography Basics Crash Course,Photography & Video,Photography Basics,Mandarin,  Sofia Nguyen  ,3.9,"1,937",3.8,24.0,"Java, Deep Learning, React",yes,Intermediate,12.99,329,27/06/2025
CRS10480,Mastering Video Editing in 2025,PHOTOGRAPHY & VIDEO,VIDEO EDITING,English,michael silva,7.4,23632,4.5,1065.0,Accounting,No,Advanced,0.0,1993,05-05-2024
CRS10495,Music Production Crash Course, Music ,Music Production,English,Neha Patel,6.6,2977,4.7,123.0,"Copywriting, Data Visualization, Photoshop",Yes,All Levels,0.0,242,2023-02-01
CRS10275,Advanced Entrepreneurship Masterclass,Business, Entrepreneurship ,English,Elena Johnson,2.3,5768,5.0,143.0,Music Theory,no,Advanced,0.0,940,01/10/2024
CRS10319,Advanced Productivity Masterclass, Personal Development ,Productivity,Portuguese,  Ahmed Costa  ,3.6,4396,4.2,93.0,"Data Visualization, Agile, Google Ads, AWS",no,All Levels,34.99,955,2023-10-13
CRS10591,The Ultimate Mobile Development Course,Development,Mobile Development,Spanish,Kenji Singh,0.9,3730,4.6,67.0,"Git, Power BI, Copywriting, After Effects",,Beginner,79.99,613,07-11-2025
CRS10145,Mastering Personal Finance in 2025,PERSONAL DEVELOPMENT,PERSONAL FINANCE,Spanish,Wanjiru Smith,8.0,1100,4.7,42.0,"Figma, Public Speaking, Photoshop, Data Visualization",N,Advanced,19.99,159,06-09-2023
CRS10618,Digital Marketing: Zero to Hero,MARKETING,Digital Marketing,french,Anastasia Ito,2.1,6715,3.9,110.0,Statistics,yes,All Levels,12.99,1112,2024/07/27
CRS10545,Advanced SEO Masterclass,Marketing,SEO,German,Neha Reddy,4.5,18446,4.4,402.0,"Public Speaking, After Effects, Azure, Agile, Scrum",Yes,Beginner,49.99,3421,03-17-2023
CRS10789,Mastering Videography in 2025,Photography & Video,Videography,Portuguese,Wanjiru Novak,7.0,414,3.8,24.0,"Machine Learning, Scrum, Excel",no,Advanced,99.99,91,09/03/2025
CRS10626,Photography Basics for Beginners,PHOTOGRAPHY & VIDEO,Photography Basics,Mandarin,Emily Johnson,8.9,975,4.8,42.0,"Music Theory, React, AWS, Kubernetes, Networking",yes,Advanced,24.99,125,30/04/2025
CRS10370,Mastering Career Development in 2025,Personal Development,Career Development,Hin,Maria Diaz,5.0,5710,4.6,220.0,"Data Visualization, Figma, Java, Git, Scrum",,Advanced,0.0,1377,25/06/2025
CRS10269,Practical Leadership Projects,Personal Development,Leadership,Japanese,Grace Kumar,14.1,2154,4.0,121.0,"Google Ads, Docker",Yes,Beginner,49.99,204,30/08/2023
CRS10667,Entrepreneurship Crash Course,Business,Entrepreneurship,Japanese,elena chen,6.6,14429,4.8,454.0,"Excel, C++, JavaScript",yes,Beginner,34.99,2885,2023-01-08
CRS10308,Practical Design Tools Projects,Design,Design Tools,german,ANASTASIA PATEL,4.5,16467,3.8,737.0,"Unity, C++",N,Beginner,34.99,3435,2023-04-01
CRS10424,Personal Finance Crash Course,Personal Development,Personal Finance,Spanish,Olga Novak,9.6,2614,4.7,128.0,"Cybersecurity Basics, SQL",no,All Levels,0.0,379,06/09/2024
CRS10311,The Ultimate Graphic Design Course, Design ,GRAPHIC DESIGN,English,Lucia Singh,,3686,4.5,218.0,"Accounting, Scrum, HTML/CSS, Excel",No,Intermediate,99.99,676,18/05/2023
CRS10355,Mastering Graphic Design in 2025,Design,Graphic Design,Mandarin,Sofia Reddy,5.3,631,4.0,27.0,"SQL, Google Ads, React",No,Beginner,24.99,107,2023-11-11
CRS10047,Mastering Cloud Computing in 2025, IT & Software ,Cloud Computing,Hindi,Kenji Petrov,1.6,6421,4.1,89.0,"C++, Figma, Scrum, Node.js, After Effects",No,Beginner,49.99,353,12/08/2024
CRS10350,Advanced UX/UI Design Masterclass,design,UX/UI Design,French,  Olga Khan  ,9.7,"6,437",5.0,153.0,"HTML/CSS, Agile",N,Advanced,79.99,716,2025-07-27
CRS10372,The Ultimate SEO Course,Marketing, SEO ,English,Hiro Novak,5.2,8889,3.1,367.0,"Agile, Kubernetes, Guitar, HTML/CSS",no,All Levels,24.99,2091,08/04/2025
CRS10794,Music Production Crash Course,Music,Music Production,Hindi,Noah Silva,3.8,"2,892",5.0,93.0,"Python, Azure, Kubernetes, SQL, Unity",Yes,All Levels,0.0,703,30/01/2026
CRS10262,Mobile Development Crash Course,Development,Mobile Development,English,Noah Reddy,16.4,2893,4.4,117.0,"Agile, Deep Learning, Copywriting",no,Advanced,49.99,183,2023/12/07
CRS10196,The Ultimate Video Editing Course,PHOTOGRAPHY & VIDEO,video editing,japanese,Carlos Petrov,4.0,1772,3.9,87.0,"Figma, Node.js, Accounting, Unity",No,Intermediate,12.99,322,2024/08/25
CRS10293,Advanced Leadership Masterclass,Personal Development,Leadership,German,  Elena Johnson  ,4.2,"2,883",4.2,,"Unreal Engine, Node.js",Yes,Beginner,0.0,286,2023/09/24
CRS10788,UX/UI Design Crash Course,Design,ux/ui design,French,John Brown.,6.0,7436,4.2,331.0,C++,yes,Advanced,9.99,1462,12-04-2025
CRS10108,Advanced Design Tools Masterclass,Design,design tools,German,Michael Singh,6.1,3390,4.3,168.0,"Statistics, Music Theory, Public Speaking",yes,All Levels,9.99,306,2024/09/06
CRS10060,Advanced Database Design Masterclass,Development,Database Design,ENGLISH,Lucia Rossi,10.6,13966,4.6,,"3D Modeling, Deep Learning",Yes,Beginner,0.0,3219,22/12/2025
CRS10650,UX/UI Design: Zero to Hero,Design,UX/UI Design,Japanese,isabella rossi,6.2,11796,3.5,163.0,"Financial Modeling, Piano",no,Intermediate,49.99,599,2024-07-05
CRS10723,Advanced Music Theory Masterclass,Music,Music Theory,Japanese,  Carlos Mueller  ,6.9,14885,4.9,294.0,"Unreal Engine, JavaScript, Cybersecurity Basics, Git",,Beginner,,1239,2024-01-06
CRS10101,Complete Career Development Bootcamp,Personal Development,career development,German,  Yusuf Patel  ,5.6,5585,3.9,315.0,"AWS, Deep Learning, Video Editing",N,Advanced,0.0,901,08-27-2024
CRS10444,Instruments: Zero to Hero,Music,Instruments,French,hiro zhang,8.9,9157,4.4,506.0,"Python, Piano",No,Advanced,0.0,480,22/03/2023
CRS10592,Mastering Productivity in 2025,Personal Development,Productivity,Mandarin,  Kenji Singh  ,1.2,61087,4.5,1066.0,"After Effects, Docker, Video Editing, HTML/CSS, Scrum",No,All Levels,19.99,6330,2023-03-23
CRS10779,The Ultimate Cybersecurity Course,IT & Software,Cybersecurity,Arabic,ahmed silva,12.4,4313,4.5,,"SEO, Public Speaking, After Effects, Unreal Engine",Yes,Beginner,12.99,634,04-11-2025
CRS10624,Personal Finance for Beginners,Personal Development,Personal Finance,Portuguese,yusuf ito,3.0,18502,4.5,522.0,"Copywriting, Azure",Yes,Beginner,9.99,3296,01-11-2026
CRS10170,Practical Design Tools Projects,Design,Design Tools,Japanese,Thomas Smith,8.0,13623,4.5,706.0,"Video Editing, Deep Learning, Java",no,Beginner,9.99,2581,30/01/2024
CRS10180,Social Media Marketing: Zero to Hero,marketing,SOCIAL MEDIA MARKETING,ENGLISH,Ahmed Chen,6.7,2488,4.2,142.0,"Java, Negotiation, Networking, Financial Modeling",no,Intermediate,34.99,333,09/02/2023
CRS10305,Instruments: Zero to Hero, Music ,INSTRUMENTS,English,Fatima Garcia,7.7,6377,4.3,235.0,Tableau,N,All Levels,79.99,953,2024/10/29
CRS10616,Advanced Videography Masterclass,Photography & Video,Videography,French,Grace Kim,4.1,14367,3.3,771.0,"Public Speaking, Agile, Copywriting",No,All Levels,34.99,3579,2023/01/12
CRS10058,The Ultimate Career Development Course,Personal Development,Career Development,Spanish,  Grace Johnson  ,12.1,1293,,61.0,"JavaScript, Accounting, Java, Piano",Yes,Advanced,99.99,273,2023/09/08
CRS10836,Complete Digital Marketing Bootcamp,Marketing,digital marketing,Mandarin,Hiro Johnson,,2786,4.6,117.0,"AWS, Kubernetes, Piano, Scrum",Yes,Intermediate,49.99,314,2025-04-07
CRS10150,Mastering Entrepreneurship in 2025,Business,Entrepreneurship,German,  Yusuf Petrov  ,5.6,8760,4.7,408.0,"C++, Machine Learning, Photoshop",,All Levels,59.99,1851,04-11-2023
CRS10125,Complete Cybersecurity Bootcamp,IT & Software,Cybersecurity,arabic,lucia johnson,5.0,269,4.3,14.0,"Financial Modeling, Copywriting",Yes,Intermediate,59.99,32,09-16-2025
CRS10731,Cloud Computing Crash Course,IT & Software,CLOUD COMPUTING,German,Sofia Johnson,7.6,15879,4.0,541.0,"Google Ads, Piano",No,All Levels,9.99,1480,2024-04-28
CRS10753,The Ultimate Game Development Course,Development,Game Development,English,Michael Johnson,4.8,32691,4.6,793.0,"Unreal Engine, 3D Modeling, Figma, Public Speaking",Y,Intermediate,49.99,5758,06-26-2024
CRS10186,Instruments Crash Course,Music,Instruments,Portuguese,Wanjiru Singh,6.3,1141,4.0,37.0,"Cybersecurity Basics, Networking",Yes,All Levels,49.99,59,2023-04-05
CRS10580,Practical Finance Projects,Business,Finance,english,Yusuf Novak,1.9,3989,4.5,185.0,Copywriting,Yes,Advanced,0.0,475,2024/11/30
CRS10051,The Ultimate Videography Course, Photography & Video ,Videography,Hindi,Aarav Mueller,11.1,1385,4.2,20.0,"Unity, Statistics, Node.js",,Beginner,99.99,205,2024/04/23
CRS10342,Practical Data Science Projects,IT & Software,DATA SCIENCE,English,David Petrov.,3.8,989,4.6,45.0,"Accounting, Machine Learning, Deep Learning, Java",Yes,Beginner,59.99,169,12-11-2025
CRS10447,Practical Network & Security Projects,IT & Software,Network & Security,Hindi,Sara Silva,4.3,799,4.1,22.0,"Tableau, Node.js",yes,Intermediate,24.99,190,13/11/2025
CRS10067,Practical Sales Projects,Business,Sales,arabic,  Thomas Kim  ,2.4,941,4.0,13.0,HTML/CSS,No,All Levels,49.99,193,2023/03/26
CRS10523,Social Media Marketing Crash Course,Marketing,Social Media Marketing,japanese,John Kim,4.5,2707,4.2,61.0,"Azure, Statistics, Git, JavaScript, Java",,Advanced,59.99,327,2025/01/02
CRS10322,Personal Finance Crash Course, Personal Development ,Personal Finance,German,Grace Weber,8.2,10910,4.4,414.0,"SQL, After Effects, AWS, Unity, Power BI",Yes,All Levels,9.99,787,01/01/2025
CRS10354,Network & Security Crash Course,IT & Software,Network & Security,Hindi,  Lucia Kumar  ,4.9,12332,4.3,516.0,"Networking, Scrum, React, C++, Financial Modeling",Yes,Advanced,9.99,1456,12-11-2023
CRS10803,The Ultimate UX/UI Design Course,Design,UX/UI Design,HINDI,Rahul Petrov,10.8,750,4.1,16.0,"Docker, JavaScript",Yes,Intermediate,19.99,69,2023/10/17
CRS10143,The Ultimate Social Media Marketing Course,Marketing,Social Media Marketing,Spanish,Wanjiru Mueller,12.8,610,3.8,21.0,Negotiation,no,Advanced,59.99,36,05-11-2023
CRS10471,Practical Music Theory Projects,Music,Music Theory,,  Wei Patel  ,4.8,1231,4.3,45.0,"React, SQL, Excel, JavaScript, Guitar",Yes,All Levels,9.99,149,03/01/2023
CRS10371,The Ultimate Entrepreneurship Course,Business,Entrepreneurship,Portuguese,Daniel Garcia,5.2,3747,4.8,204.0,C++,N,Beginner,99.99,234,11-30-2025
CRS10568,Mastering Graphic Design in 2025,Design,Graphic Design,Mandarin,Grace Novak,1.4,4961,4.5,181.0,"Power BI, Networking",Yes,Advanced,24.99,280,2023-11-05
CRS10142,Sales Crash Course,Business, Sales ,French,lucia silva,10.0,7444,,321.0,Copywriting,yes,Intermediate,0.0,633,26/01/2023
CRS10400,Mastering Entrepreneurship in 2025,Business,entrepreneurship,Mandarin,Hiro Zhang,6.6,7169,4.3,116.0,"Photoshop, Accounting, AWS, Music Theory",,All Levels,0.0,382,31/08/2023
CRS10494,Complete Entrepreneurship Bootcamp,Business,Entrepreneurship,Mandarin,Michael Ali,4.5,2611,4.4,125.0,"Data Visualization, Kubernetes, Figma",no,All Levels,0.0,442,2024/02/05
CRS10264,Data Science: Zero to Hero,IT & Software,DATA SCIENCE,Hindi,  Michael Nguyen  ,4.7,6409,4.0,159.0,"HTML/CSS, AWS, Statistics, Piano, Excel",no,Advanced,79.99,768,04/11/2023
CRS10321,Practical Content Marketing Projects,Marketing,Content Marketing,French,Wei Mueller,6.3,8144,4.4,,"React, Google Ads, Data Visualization, Azure",No,Intermediate,0.0,1654,09-02-2023
CRS10020,Digital Marketing Crash Course,Marketing,Digital Marketing,English,Neha Costa,8.3,6409,4.4,66.0,"Accounting, Git",,Advanced,79.99,975,2024-10-04
CRS10173,Advanced Mobile Development Masterclass,Development,Mobile Development,German,Yusuf Diaz.,7.6,6951,,289.0,"Scrum, After Effects, Kubernetes",No,All Levels,,708,2023-07-29
CRS10705,Practical Social Media Marketing Projects,Marketing,Social Media Marketing,Japanese,Olga Johnson,3.7,2006,4.4,49.0,"Financial Modeling, Scrum, Agile",no,Intermediate,0.0,267,04/12/2024
CRS10313,Practical Finance Projects,Business,Finance,hindi,aisha johnson,5.0,8374,4.4,116.0,"Networking, C++",Y,Beginner,19.99,1643,03/05/2025
CRS10391,Complete Programming Languages Bootcamp,development,Programming Languages,Portuguese,olga mueller,8.1,21178,4.5,741.0,"Accounting, Music Theory, Excel, Figma",Yes,All Levels,59.99,2891,07-08-2025
CRS10688,The Ultimate UX/UI Design Course,Design,UX/UI Design,French,Hiro Rossi,14.2,7235,4.6,110.0,"SEO, Piano, Negotiation, 3D Modeling",no,Intermediate,9.99,1575,21/10/2024
CRS10810,Mastering Content Marketing in 2025,Marketing,Content Marketing,English,Ahmed Khan,12.7,13030,4.4,501.0,"Java, Unreal Engine, Financial Modeling, SQL",No,Beginner,49.99,2297,2025/08/29
CRS10013,Data Science: Zero to Hero,It & Software, Data Science ,Spanish,Sara Patel,4.4,4264,4.8,178.0,"Photoshop, Unity, Unreal Engine, Excel, HTML/CSS",Yes,Advanced,19.99,969,02-23-2024
CRS10408,Mastering Mobile Development in 2025,Development,Mobile Development,Portuguese,Neha Petrov,9.1,16689,4.3,757.0,"Statistics, Kubernetes, Deep Learning, Tableau",No,Intermediate,49.99,1042,08-11-2023
CRS10544,Content Marketing Crash Course,Marketing,Content Marketing,japanese,Ahmed Chen,4.9,872,,16.0,SEO,no,Advanced,0.0,109,05-26-2024
CRS10039,Digital Marketing: Zero to Hero,Marketing,Digital Marketing,French,Thomas Ito,6.6,1175,4.6,17.0,"3D Modeling, Excel, Azure",No,All Levels,19.99,203,2024/01/07
CRS10176,Cybersecurity: Zero to Hero,IT & Software,Cybersecurity,arabic,Anastasia Costa,4.5,6476,4.2,253.0,"Machine Learning, Figma, Financial Modeling",Yes,Advanced,34.99,771,11-09-2024
CRS10246,Mastering Finance in 2025,Business,Finance,Japanese,david singh,6.1,3970,4.5,100.0,"Financial Modeling, Public Speaking, Piano, Accounting",No,All Levels,24.99,262,07/05/2024
CRS10721,Advanced UX/UI Design Masterclass,Design,UX/UI Design,French,Maria Weber,4.7,3406,4.1,47.0,"Unity, Music Theory, Azure, React",yes,Advanced,99.99,270,20/05/2024
CRS10590,The Ultimate Photography Basics Course,Photography & Video,Photography Basics,Mandarin,Olga Khan.,8.3,2672,3.9,71.0,"Excel, After Effects, Data Visualization, Azure",Yes,Beginner,49.99,598,06-19-2023
CRS10658,Music Theory: Zero to Hero,Music,MUSIC THEORY,japanese,Lucia Novak,4.7,4197,3.3,251.0,"Deep Learning, Guitar, Docker, Google Ads, Public Speaking",Yes,Intermediate,19.99,323,2025/05/23
CRS10744,Complete Video Editing Bootcamp, Photography & Video ,Video Editing,Portuguese,EMILY KIM,7.9,1651,4.2,70.0,"Deep Learning, Unity, Kubernetes, Git",Y,Advanced,12.99,227,12-04-2023
CRS10155,Mastering Leadership in 2025, Personal Development ,Leadership,hindi,Liam Costa,7.6,12812,,169.0,Figma,No,All Levels,24.99,1448,22/12/2023
CRS10288,Complete SEO Bootcamp,Marketing,SEO,Arabic,Rahul Smith,5.1,1610,4.8,63.0,"SQL, Google Ads, Networking, Machine Learning, Java",,Advanced,19.99,139,09-29-2023
CRS10527,Photography Basics: Zero to Hero,Photography & Video,Photography Basics,German,Fatima Patel,5.9,2761,4.0,69.0,"Agile, HTML/CSS, React, Git, C++",No,Intermediate,9.99,592,07/05/2024
CRS10018,Videography for Beginners,Photography & Video,Videography,German,Kenji Smith,4.6,8260,4.4,414.0,"Financial Modeling, Copywriting, Figma, SQL",yes,All Levels,24.99,721,2024-07-24
CRS10128,The Ultimate Content Marketing Course, Marketing ,Content Marketing,Mandarin,Rahul Zhang,6.5,"3,948",5.0,52.0,"Azure, Copywriting, HTML/CSS, Unity, Machine Learning",yes,Advanced,0.0,809,05-03-2024
CRS10323,Advanced Productivity Masterclass,Personal Development,Productivity,German,Lucia Johnson,8.3,10879,4.3,406.0,"JavaScript, Unreal Engine",no,Advanced,24.99,1371,09-08-2024
CRS10256,Web Development for Beginners,Development,Web Development,japanese,kenji chen,7.8,12984,4.3,442.0,"Financial Modeling, Node.js, Copywriting",Yes,Advanced,0.0,699,2024/06/11
CRS10577,The Ultimate Design Tools Course,Design,Design Tools,japanese,David Zhang,3.8,29728,4.2,1535.0,"Python, Unreal Engine, SEO, Excel, Cybersecurity Basics",No,Advanced,19.99,4698,2023-04-28
CRS10834,Advanced Data Science Masterclass,IT & Software,data science,german,Kenji Ito,8.2,13325,4.5,774.0,"Networking, Figma",No,All Levels,19.99,2340,26/04/2025
CRS10191,Advanced Photography Basics Masterclass,Photography & Video,PHOTOGRAPHY BASICS,french,Carlos Ali,6.0,1002,4.2,38.0,"JavaScript, Data Visualization, Excel",N,Beginner,49.99,188,25/07/2025
CRS10116,Complete Sales Bootcamp,Business,Sales,Spanish,David Sharma,5.0,1508,4.1,69.0,"Tableau, Copywriting, AWS, 3D Modeling",Yes,All Levels,99.99,292,01-12-2026
CRS10540,Mastering 3D & Animation in 2025,Design,3D & Animation,Mandarin,  Emily Singh  ,1.4,390,4.3,12.0,"Kubernetes, Networking, Financial Modeling, Figma, Agile",yes,Advanced,59.99,66,22/08/2024
CRS10181,The Ultimate Data Science Course,IT & Software,DATA SCIENCE,English,Michael Mueller,2.9,976,4.0,57.0,"Power BI, JavaScript, SQL, React, Data Visualization",No,Beginner,59.99,128,2024/06/01
CRS10302,Mastering Cybersecurity in 2025,IT & Software,Cybersecurity,Arabic,Wei Zhang,8.1,50292,4.9,1657.0,"AWS, SQL, Networking, Machine Learning",Yes,Intermediate,0.0,3037,2024/08/04
CRS10663,Mastering Programming Languages in 2025,Development,Programming Languages,French,Emily Garcia,3.0,5415,5.0,193.0,"Guitar, Public Speaking",Yes,Advanced,99.99,582,03-26-2025
CRS10622,Productivity: Zero to Hero,Personal Development,Productivity,Hindi,Daniel Zhang,6.1,585,4.4,24.0,3D Modeling,,Intermediate,0.0,125,06-01-2025
CRS10679,Mastering Entrepreneurship in 2025,Business,Entrepreneurship,hindi,maria johnson,5.1,10035,3.7,131.0,Tableau,Yes,Beginner,24.99,1477,25/05/2023
CRS10811,Complete Sales Bootcamp,Business,SALES,Mandarin,Sara Costa.,4.0,4561,3.5,87.0,"Docker, Scrum",Yes,Intermediate,24.99,687,02/01/2025
CRS10581,Instruments: Zero to Hero,Music,Instruments,Hindi,Fatima Rossi,10.0,4587,4.8,106.0,"Python, Kubernetes",No,All Levels,0.0,1137,05-20-2024
CRS10518,The Ultimate Music Production Course,Music,Music Production,arabic,Aisha Weber,5.6,1469,4.7,79.0,"Cybersecurity Basics, React, SEO, Music Theory, Node.js",Yes,All Levels,12.99,267,10-18-2023
CRS10358,Practical Design Tools Projects,Design,Design Tools,Mandarin,Rahul Petrov,5.5,2678,3.6,147.0,"HTML/CSS, Azure, Git",No,Beginner,0.0,196,11-17-2025
CRS10046,Graphic Design Crash Course,Design,Graphic Design,Hindi,Yusuf Zhang,3.8,5105,5.0,213.0,Excel,Yes,Beginner,19.99,996,01-04-2025
CRS10787,Mastering Database Design in 2025,Development,Database Design,Espanol,Neha Smith,5.0,13549,3.6,751.0,"Music Theory, React, Piano",N,Beginner,19.99,694,13/06/2024
CRS10158,Practical Videography Projects,Photography & Video,Videography,portuguese,Sofia Singh,4.3,14222,4.7,842.0,"Google Ads, Java, Azure",yes,All Levels,79.99,2896,08/03/2023
CRS10673,Complete Entrepreneurship Bootcamp,Business, Entrepreneurship ,English,DAVID NGUYEN,3.2,13401,4.2,281.0,"Copywriting, Tableau",No,Advanced,79.99,1040,2025/07/03
CRS10172,Advanced Digital Marketing Masterclass,Marketing,digital marketing,English,Fatima Ito,5.3,5437,4.0,276.0,"Figma, Kubernetes",Yes,All Levels,59.99,1176,2023-02-11
CRS10017,The Ultimate Game Development Course,Development,Game Development,English,CARLOS SINGH,12.3,3185,4.2,57.0,"Data Visualization, HTML/CSS, C++, Photoshop, AWS",,Intermediate,34.99,751,20/02/2023
CRS10512,Advanced Photography Basics Masterclass,Photography & Video,Photography Basics,Hindi,ANASTASIA ZHANG,15.1,1730,4.5,31.0,"SEO, SQL",No,All Levels,24.99,259,2024-06-27
CRS10049,The Ultimate Social Media Marketing Course,Marketing,Social Media Marketing,French,Elena Mueller,4.4,"2,255",4.7,54.0,"Node.js, JavaScript",N,Beginner,19.99,543,2025-06-21
CRS10840,Career Development for Beginners,Personal Development,Career Development,,liam silva,3.4,295,,17.0,"Networking, Figma, AWS, Deep Learning",Yes,Beginner,79.99,31,11-12-2024
CRS10729,Practical Graphic Design Projects,design,Graphic Design,English,Maria Nguyen,7.9,2182,4.2,,"Git, Machine Learning, After Effects, Financial Modeling",Yes,Advanced,19.99,403,07/09/2025
CRS10516,Mastering Personal Finance in 2025,Personal Development,Personal Finance,English,  Olga Rossi  ,6.0,5947,3.9,229.0,AWS,yes,Beginner,79.99,626,2024/12/22
CRS10602,IT Certifications: Zero to Hero,IT & Software, IT Certifications ,Mandarin,DAVID PETROV,13.5,845,4.1,40.0,"Machine Learning, Accounting, SQL, Unreal Engine",N,All Levels,59.99,80,13/11/2025
CRS10481,Social Media Marketing for Beginners,Marketing,Social Media Marketing,English,  Rahul Ito  ,5.8,1516,,61.0,"Excel, Power BI, Public Speaking, Machine Learning",,Beginner,24.99,111,2024/08/01
CRS10284,Practical UX/UI Design Projects,Design,ux/ui design,SPANISH,Thomas Nguyen,9.9,7721,4.3,106.0,"Java, Python",Yes,Beginner,9.99,476,2025/09/23
CRS10715,The Ultimate Music Theory Course,Music, Music Theory ,Japanese,neha singh,4.6,3246,,88.0,"Excel, Figma, Docker, C++, Copywriting",Yes,All Levels,0.0,569,2025-01-31
CRS10226,The Ultimate Sales Course,Business,Sales,german,Sofia Mueller,9.4,786,4.1,12.0,"Azure, Networking, Git",Yes,Advanced,24.99,67,03-31-2025
CRS10027,Instruments Crash Course,Music,Instruments,Portuguese,Neha Brown,2.2,2603,4.5,76.0,"HTML/CSS, Guitar",Yes,All Levels,79.99,617,2023-02-25
CRS10680,The Ultimate Music Theory Course,MUSIC,Music Theory,Hindi,priya weber,2.9,989,3.9,49.0,Azure,Yes,Beginner,0.0,222,05/06/2025
CRS10438,IT Certifications for Beginners,IT & Software,IT Certifications,Hindi,Isabella Ali,7.8,"8,482",4.6,393.0,"Figma, Networking, Scrum",Yes,Advanced,9.99,1377,03-12-2023
CRS10365,Practical Instruments Projects,Music,Instruments,Portuguese,olga sharma,4.5,2148,3.7,125.0,"Financial Modeling, Agile, Figma, Video Editing",Yes,Advanced,79.99,498,17/08/2025
CRS10230,Mastering Entrepreneurship in 2025,Business,entrepreneurship,,Michael Kim,3.9,2134,4.8,117.0,"SEO, Agile, Accounting, Unity",No,All Levels,34.99,257,09/12/2023
CRS10038,Social Media Marketing: Zero to Hero,Marketing,Social Media Marketing,ENGLISH,Elena Chen,8.6,1823,3.7,95.0,"React, Scrum, Copywriting, Deep Learning",,All Levels,49.99,206,2023-06-14
CRS10835,Career Development for Beginners,Personal Development,Career Development,Hindi,Neha Garcia,7.0,13214,4.6,683.0,Java,Yes,Beginner,9.99,809,14/02/2024
CRS10375,Network & Security for Beginners,IT & Software,Network & Security,hindi,Thomas Reddy,9.6,9198,4.5,157.0,"Data Visualization, Machine Learning, Power BI, Git",N,All Levels,12.99,1845,2025-07-02
CRS10470,Business Strategy Crash Course,Business,business strategy,English,Daniel Diaz,4.4,10558,4.4,535.0,SEO,Yes,Beginner,0.0,1974,08-06-2023
CRS10837,Practical Personal Finance Projects,Personal Development,Personal Finance,portuguese,Isabella Diaz.,2.8,4408,4.1,153.0,"3D Modeling, Excel",Yes,Beginner,59.99,1026,2025/07/17
CRS10738,Web Development for Beginners,Development,WEB DEVELOPMENT,Japanese,Ahmed Brown,7.7,"2,250",3.8,46.0,"HTML/CSS, Public Speaking, Google Ads",No,Beginner,49.99,131,2025/09/25
CRS10635,Practical SEO Projects,Marketing, SEO ,Japanese,Emily Singh,5.6,4257,4.0,242.0,"Tableau, Accounting, Git",No,Intermediate,0.0,855,2024/04/10
CRS10195,Mastering SEO in 2025,Marketing,Seo,English,Aisha Fernandez,9.6,31235,4.4,439.0,"JavaScript, HTML/CSS, Piano, Figma",yes,All Levels,12.99,1938,11-12-2025
CRS10740,Design Tools for Beginners,design,Design Tools,Mandarin,Hiro Khan,6.0,9374,4.2,343.0,"Python, Tableau",Yes,Beginner,19.99,1526,2025-09-15
CRS10846,Business Strategy Crash Course,BUSINESS,Business Strategy,Arabic,wei smith,2.7,961,4.6,11.0,React,Yes,All Levels,0.0,135,23/09/2023
CRS10504,Complete Productivity Bootcamp,Personal Development,Productivity,Portuguese,YUSUF ROSSI,7.0,4557,,67.0,"Figma, Piano, Tableau",No,Intermediate,59.99,1138,2024-03-21
CRS10839,Mastering Leadership in 2025,Personal Development,leadership,Spanish,RAHUL PETROV,7.2,1122,4.5,44.0,"JavaScript, Git",no,Beginner,99.99,225,12/09/2024
CRS10722,Practical Leadership Projects, Personal Development ,Leadership,portuguese,Yusuf Mueller,2.5,3194,4.2,51.0,"C++, After Effects, Unreal Engine",Yes,Beginner,34.99,356,2025-03-16
