Course_ID,Course_Name,Category,Subcategory,Language,Instructor,Duration_Hours,Views,Ratings,Number_of_Reviews,Skills,Skill_Count,Subtitles,Course_Level,Course_Price,Enrollment,Course_Date,Course_Year,Course_Month,Views_Outlier,Duration_Outlier
CRS10611,Mastering 3D & Animation in 2025,Design,3D & Animation,French,Fatima Smith,5.1,4232,4.8,160,"Machine Learning, Docker, Tableau",3,No,Intermediate,59.99,501,2024-09-12,2024,9,False,False
CRS10546,Complete Design Tools Bootcamp,Design,Design Tools,Hindi,John Ali,4.5,3317,4.6,44,"After Effects, Networking, Java",3,Yes,Intermediate,9.99,178,2023-04-12,2023,4,False,False
CRS10285,Video Editing Crash Course,Photography & Video,Video Editing,Spanish,Olga Costa,11.4,6492,4.7,320,"Azure, Git",2,No,All Levels,12.99,996,2025-10-24,2025,10,False,False
CRS10185,The Ultimate Digital Marketing Course,Marketing,Digital Marketing,Portuguese,Kenji Ali,7.6,2198,5.0,44,"Data Visualization, AWS, React, Java",4,Yes,Beginner,9.99,326,2023-08-01,2023,8,False,False
CRS10826,The Ultimate UX/UI Design Course,Design,Ux/Ui Design,Japanese,Sara Nguyen,11.1,5915,4.0,70,"JavaScript, Piano, Deep Learning, Accounting, SQL",5,No,All Levels,59.99,1002,2024-06-22,2024,6,False,False
CRS10454,Graphic Design Crash Course,Design,Graphic Design,French,Lucia Diaz,11.0,9823,3.8,445,"HTML/CSS, Networking, Power BI, Financial Modeling",4,Yes,All Levels,24.99,1689,2024-09-03,2024,9,False,False
CRS10154,Graphic Design Crash Course,Design,Graphic Design,Portuguese,Neha Kumar,9.5,2280,3.7,0,"Statistics, SEO, Azure",3,Yes,Intermediate,0.0,149,2024-07-29,2024,7,False,False
CRS10076,Instruments: Zero to Hero,Music,Instruments,Arabic,Aarav Diaz,12.3,8835,4.1,524,"Google Ads, Git",2,Yes,Advanced,12.99,707,2025-05-03,2025,5,False,False
CRS10689,Practical Design Tools Projects,Design,Design Tools,English,Kenji Reddy,10.9,12875,4.4,201,"Networking, Scrum, Unreal Engine, SEO, Tableau",5,No,Intermediate,19.99,1693,2023-10-21,2023,10,False,False
CRS10537,Practical Project Management Projects,Business,Project Management,Spanish,Emily Smith,7.5,6900,4.2,155,"Git, Cybersecurity Basics, Copywriting",3,No,Intermediate,0.0,712,2023-04-24,2023,4,False,False
CRS10278,Mastering Music Theory in 2025,Music,Music Theory,Hindi,Lucia Weber,13.4,3726,4.1,183,"Cybersecurity Basics, Figma, C++, HTML/CSS",4,Yes,Advanced,34.99,599,2024-01-11,2024,1,False,False
CRS10069,Advanced Career Development Masterclass,Personal Development,Career Development,Mandarin,David Singh,5.8,2343,4.8,91,"Tableau, Negotiation, JavaScript",3,No,All Levels,19.99,568,2024-05-31,2024,5,False,False
CRS10189,Web Development Crash Course,Development,Web Development,Mandarin,Thomas Johnson,4.2,5611,3.8,229,"Video Editing, Piano, Kubernetes",3,Yes,All Levels,24.99,1068,2025-01-14,2025,1,False,False
CRS10272,Advanced Database Design Masterclass,Development,Database Design,Portuguese,Aarav Fernandez,5.3,7687,4.8,356,"Tableau, C++, SEO",3,Yes,Advanced,34.99,1578,2025-12-30,2025,12,False,False
CRS10695,Sales for Beginners,Business,Sales,French,Priya Diaz,4.0,8402,3.9,276,Excel,1,Yes,Intermediate,9.99,851,2023-10-09,2023,10,False,False
CRS10542,Complete Instruments Bootcamp,Music,Instruments,Arabic,Liam Mueller,3.0,4222,5.0,52,Power BI,1,Yes,All Levels,49.99,240,2023-02-08,2023,2,False,False
CRS10237,Advanced Data Science Masterclass,It & Software,Data Science,Mandarin,Fatima Fernandez,3.8,6765,4.3,365,"Python, React, Photoshop, Statistics",4,No,All Levels,12.99,1218,2023-03-10,2023,3,False,False
CRS10089,Mastering Photography Basics in 2025,Photography & Video,Photography Basics,Portuguese,Anastasia Rossi,4.4,2682,3.9,54,"Scrum, Networking, Copywriting, SQL, Machine Learning",5,No,All Levels,12.99,329,2024-03-16,2024,3,False,False
CRS10737,Advanced Photography Basics Masterclass,Photography & Video,Photography Basics,Portuguese,Isabella Kumar,12.4,5451,4.5,104,"Tableau, Financial Modeling, Negotiation, Docker",4,Yes,Intermediate,0.0,741,2023-07-27,2023,7,False,False
CRS10118,IT Certifications Crash Course,It & Software,It Certifications,Hindi,Aisha Patel,1.9,27119,4.4,1100,"Statistics, Node.js",2,Yes,All Levels,24.99,1454,2025-01-08,2025,1,True,False
CRS10126,Music Production: Zero to Hero,Music,Music Production,German,Aarav Rossi,14.4,8336,3.9,483,"Photoshop, Music Theory",2,Yes,Intermediate,24.99,664,2025-05-23,2025,5,False,True
CRS10712,Complete Videography Bootcamp,Photography & Video,Videography,German,Yusuf Novak,3.5,6203,4.6,0,"AWS, Excel, Google Ads",3,No,All Levels,0.0,503,2023-11-14,2023,11,False,False
CRS10290,Practical Photography Basics Projects,Photography & Video,Photography Basics,Spanish,Priya Diaz,4.5,522,4.2,26,AWS,1,No,All Levels,19.99,73,2025-09-02,2025,9,False,False
CRS10239,Cybersecurity: Zero to Hero,It & Software,Cybersecurity,Mandarin,Aarav Smith,15.1,9667,4.3,181,"C++, Accounting, Machine Learning, Photoshop, AWS",5,No,Advanced,99.99,1817,2023-05-03,2023,5,False,True
CRS10001,Advanced Entrepreneurship Masterclass,Business,Entrepreneurship,French,Sara Chen,7.6,3801,3.9,67,"Excel, SQL, Machine Learning, Kubernetes",4,Yes,Beginner,59.99,234,2024-02-12,2024,2,False,False
CRS10848,Mastering Digital Marketing in 2025,Marketing,Digital Marketing,German,Aisha Sharma,10.8,10472,4.0,160,"Java, Negotiation, Python, 3D Modeling, Public Speaking",5,No,Intermediate,79.99,2158,2024-08-10,2024,8,False,False
CRS10756,Mastering Web Development in 2025,Development,Web Development,German,Sara Mueller,9.5,3568,3.9,38,"AWS, Accounting",2,No,Advanced,19.99,866,2026-01-15,2026,1,False,False
CRS10396,Mastering Career Development in 2025,Personal Development,Career Development,Spanish,Elena Rossi,2.5,2242,4.5,63,"Unity, C++, Power BI, Photoshop, Video Editing",5,No,Beginner,34.99,138,2024-12-05,2024,12,False,False
CRS10706,Mastering IT Certifications in 2025,It & Software,It Certifications,French,Kenji Johnson,2.6,533,4.3,8,"Guitar, Excel, Music Theory, JavaScript, 3D Modeling",5,Yes,Intermediate,12.99,128,2024-11-16,2024,11,False,False
CRS10127,Network & Security Crash Course,It & Software,Network & Security,English,Hiro Fernandez,7.7,88703,4.3,1184,Kubernetes,1,Yes,Beginner,79.99,17739,2023-07-28,2023,7,True,False
CRS10279,Complete Music Production Bootcamp,Music,Music Production,Hindi,Maria Kumar,3.0,1018,4.6,58,"Unreal Engine, 3D Modeling, Java",3,No,All Levels,0.0,125,2024-10-29,2024,10,False,False
CRS10672,Mastering Videography in 2025,Photography & Video,Videography,German,Sara Ito,10.7,38037,3.7,1641,"Docker, C++, Data Visualization, Public Speaking, Scrum",5,Yes,Intermediate,49.99,7067,2024-10-09,2024,10,True,False
CRS10117,The Ultimate Project Management Course,Business,Project Management,English,Thomas Johnson,4.2,7000,5.0,157,"Deep Learning, Public Speaking, SQL, Node.js, SEO",5,No,All Levels,49.99,830,2024-04-12,2024,4,False,False
CRS10229,The Ultimate Cybersecurity Course,It & Software,Cybersecurity,Portuguese,Grace Reddy,5.6,5984,4.5,304,"HTML/CSS, Google Ads, Scrum, Node.js",4,No,Intermediate,99.99,1357,2024-11-21,2024,11,False,False
CRS10607,Advanced IT Certifications Masterclass,It & Software,It Certifications,English,Rahul Nguyen,6.5,14677,4.0,212,"3D Modeling, Node.js",2,Yes,All Levels,99.99,2497,2024-08-26,2024,8,False,False
CRS10639,Photography Basics Crash Course,Photography & Video,Photography Basics,Mandarin,Sofia Nguyen,3.9,1937,3.8,24,"Java, Deep Learning, React",3,Yes,Intermediate,12.99,329,2025-06-27,2025,6,False,False
CRS10480,Mastering Video Editing in 2025,Photography & Video,Video Editing,English,Michael Silva,7.4,23632,4.5,1065,Accounting,1,No,Advanced,0.0,1993,2024-05-05,2024,5,True,False
CRS10495,Music Production Crash Course,Music,Music Production,English,Neha Patel,6.6,2977,4.7,123,"Copywriting, Data Visualization, Photoshop",3,Yes,All Levels,0.0,242,2023-02-01,2023,2,False,False
CRS10275,Advanced Entrepreneurship Masterclass,Business,Entrepreneurship,English,Elena Johnson,2.3,5768,5.0,143,Music Theory,1,No,Advanced,0.0,940,2024-10-01,2024,10,False,False
CRS10319,Advanced Productivity Masterclass,Personal Development,Productivity,Portuguese,Ahmed Costa,3.6,4396,4.2,93,"Data Visualization, Agile, Google Ads, AWS",4,No,All Levels,34.99,955,2023-10-13,2023,10,False,False
CRS10591,The Ultimate Mobile Development Course,Development,Mobile Development,Spanish,Kenji Singh,0.9,3730,4.6,67,"Git, Power BI, Copywriting, After Effects",4,No,Beginner,79.99,613,2025-07-11,2025,7,False,False
CRS10145,Mastering Personal Finance in 2025,Personal Development,Personal Finance,Spanish,Wanjiru Smith,8.0,1100,4.7,42,"Figma, Public Speaking, Photoshop, Data Visualization",4,No,Advanced,19.99,159,2023-06-09,2023,6,False,False
CRS10618,Digital Marketing: Zero to Hero,Marketing,Digital Marketing,French,Anastasia Ito,2.1,6715,3.9,110,Statistics,1,Yes,All Levels,12.99,1112,2024-07-27,2024,7,False,False
CRS10545,Advanced SEO Masterclass,Marketing,Seo,German,Neha Reddy,4.5,18446,4.4,402,"Public Speaking, After Effects, Azure, Agile, Scrum",5,Yes,Beginner,49.99,3421,2023-03-17,2023,3,False,False
CRS10789,Mastering Videography in 2025,Photography & Video,Videography,Portuguese,Wanjiru Novak,7.0,414,3.8,24,"Machine Learning, Scrum, Excel",3,No,Advanced,99.99,91,2025-03-09,2025,3,False,False
CRS10626,Photography Basics for Beginners,Photography & Video,Photography Basics,Mandarin,Emily Johnson,8.9,975,4.8,42,"Music Theory, React, AWS, Kubernetes, Networking",5,Yes,Advanced,24.99,125,2025-04-30,2025,4,False,False
CRS10370,Mastering Career Development in 2025,Personal Development,Career Development,Hindi,Maria Diaz,5.0,5710,4.6,220,"Data Visualization, Figma, Java, Git, Scrum",5,No,Advanced,0.0,1377,2025-06-25,2025,6,False,False
CRS10269,Practical Leadership Projects,Personal Development,Leadership,Japanese,Grace Kumar,14.1,2154,4.0,121,"Google Ads, Docker",2,Yes,Beginner,49.99,204,2023-08-30,2023,8,False,False
CRS10667,Entrepreneurship Crash Course,Business,Entrepreneurship,Japanese,Elena Chen,6.6,14429,4.8,454,"Excel, C++, JavaScript",3,Yes,Beginner,34.99,2885,2023-01-08,2023,1,False,False
CRS10308,Practical Design Tools Projects,Design,Design Tools,German,Anastasia Patel,4.5,16467,3.8,737,"Unity, C++",2,No,Beginner,34.99,3435,2023-04-01,2023,4,False,False
CRS10424,Personal Finance Crash Course,Personal Development,Personal Finance,Spanish,Olga Novak,9.6,2614,4.7,128,"Cybersecurity Basics, SQL",2,No,All Levels,0.0,379,2024-09-06,2024,9,False,False
CRS10311,The Ultimate Graphic Design Course,Design,Graphic Design,English,Lucia Singh,5.8,3686,4.5,218,"Accounting, Scrum, HTML/CSS, Excel",4,No,Intermediate,99.99,676,2023-05-18,2023,5,False,False
CRS10355,Mastering Graphic Design in 2025,Design,Graphic Design,Mandarin,Sofia Reddy,5.3,631,4.0,27,"SQL, Google Ads, React",3,No,Beginner,24.99,107,2023-11-11,2023,11,False,False
CRS10047,Mastering Cloud Computing in 2025,It & Software,Cloud Computing,Hindi,Kenji Petrov,1.6,6421,4.1,89,"C++, Figma, Scrum, Node.js, After Effects",5,No,Beginner,49.99,353,2024-08-12,2024,8,False,False
CRS10350,Advanced UX/UI Design Masterclass,Design,Ux/Ui Design,French,Olga Khan,9.7,6437,5.0,153,"HTML/CSS, Agile",2,No,Advanced,79.99,716,2025-07-27,2025,7,False,False
CRS10372,The Ultimate SEO Course,Marketing,Seo,English,Hiro Novak,5.2,8889,3.1,367,"Agile, Kubernetes, Guitar, HTML/CSS",4,No,All Levels,24.99,2091,2025-04-08,2025,4,False,False
CRS10794,Music Production Crash Course,Music,Music Production,Hindi,Noah Silva,3.8,2892,5.0,93,"Python, Azure, Kubernetes, SQL, Unity",5,Yes,All Levels,0.0,703,2026-01-30,2026,1,False,False
CRS10262,Mobile Development Crash Course,Development,Mobile Development,English,Noah Reddy,16.4,2893,4.4,117,"Agile, Deep Learning, Copywriting",3,No,Advanced,49.99,183,2023-12-07,2023,12,False,True
CRS10196,The Ultimate Video Editing Course,Photography & Video,Video Editing,Japanese,Carlos Petrov,4.0,1772,3.9,87,"Figma, Node.js, Accounting, Unity",4,No,Intermediate,12.99,322,2024-08-25,2024,8,False,False
CRS10788,UX/UI Design Crash Course,Design,Ux/Ui Design,French,John Brown,6.0,7436,4.2,331,C++,1,Yes,Advanced,9.99,1462,2025-12-04,2025,12,False,False
CRS10108,Advanced Design Tools Masterclass,Design,Design Tools,German,Michael Singh,6.1,3390,4.3,168,"Statistics, Music Theory, Public Speaking",3,Yes,All Levels,9.99,306,2024-09-06,2024,9,False,False
CRS10060,Advanced Database Design Masterclass,Development,Database Design,English,Lucia Rossi,10.6,13966,4.6,0,"3D Modeling, Deep Learning",2,Yes,Beginner,0.0,3219,2025-12-22,2025,12,False,False
CRS10650,UX/UI Design: Zero to Hero,Design,Ux/Ui Design,Japanese,Isabella Rossi,6.2,11796,3.5,163,"Financial Modeling, Piano",2,No,Intermediate,49.99,599,2024-07-05,2024,7,False,False
CRS10723,Advanced Music Theory Masterclass,Music,Music Theory,Japanese,Carlos Mueller,6.9,14885,4.9,294,"Unreal Engine, JavaScript, Cybersecurity Basics, Git",4,No,Beginner,24.99,1239,2024-01-06,2024,1,False,False
CRS10101,Complete Career Development Bootcamp,Personal Development,Career Development,German,Yusuf Patel,5.6,5585,3.9,315,"AWS, Deep Learning, Video Editing",3,No,Advanced,0.0,901,2024-08-27,2024,8,False,False
CRS10444,Instruments: Zero to Hero,Music,Instruments,French,Hiro Zhang,8.9,9157,4.4,506,"Python, Piano",2,No,Advanced,0.0,480,2023-03-22,2023,3,False,False
CRS10592,Mastering Productivity in 2025,Personal Development,Productivity,Mandarin,Kenji Singh,1.2,61087,4.5,1066,"After Effects, Docker, Video Editing, HTML/CSS, Scrum",5,No,All Levels,19.99,6330,2023-03-23,2023,3,True,False
CRS10779,The Ultimate Cybersecurity Course,It & Software,Cybersecurity,Arabic,Ahmed Silva,12.4,4313,4.5,0,"SEO, Public Speaking, After Effects, Unreal Engine",4,Yes,Beginner,12.99,634,2025-04-11,2025,4,False,False
CRS10624,Personal Finance for Beginners,Personal Development,Personal Finance,Portuguese,Yusuf Ito,3.0,18502,4.5,522,"Copywriting, Azure",2,Yes,Beginner,9.99,3296,2026-01-11,2026,1,False,False
CRS10170,Practical Design Tools Projects,Design,Design Tools,Japanese,Thomas Smith,8.0,13623,4.5,706,"Video Editing, Deep Learning, Java",3,No,Beginner,9.99,2581,2024-01-30,2024,1,False,False
CRS10180,Social Media Marketing: Zero to Hero,Marketing,Social Media Marketing,English,Ahmed Chen,6.7,2488,4.2,142,"Java, Negotiation, Networking, Financial Modeling",4,No,Intermediate,34.99,333,2023-02-09,2023,2,False,False
CRS10305,Instruments: Zero to Hero,Music,Instruments,English,Fatima Garcia,7.7,6377,4.3,235,Tableau,1,No,All Levels,79.99,953,2024-10-29,2024,10,False,False
CRS10616,Advanced Videography Masterclass,Photography & Video,Videography,French,Grace Kim,4.1,14367,3.3,771,"Public Speaking, Agile, Copywriting",3,No,All Levels,34.99,3579,2023-01-12,2023,1,False,False
CRS10058,The Ultimate Career Development Course,Personal Development,Career Development,Spanish,Grace Johnson,12.1,1293,4.2,61,"JavaScript, Accounting, Java, Piano",4,Yes,Advanced,99.99,273,2023-09-08,2023,9,False,False
CRS10836,Complete Digital Marketing Bootcamp,Marketing,Digital Marketing,Mandarin,Hiro Johnson,5.8,2786,4.6,117,"AWS, Kubernetes, Piano, Scrum",4,Yes,Intermediate,49.99,314,2025-04-07,2025,4,False,False
CRS10150,Mastering Entrepreneurship in 2025,Business,Entrepreneurship,German,Yusuf Petrov,5.6,8760,4.7,408,"C++, Machine Learning, Photoshop",3,No,All Levels,59.99,1851,2023-04-11,2023,4,False,False
CRS10125,Complete Cybersecurity Bootcamp,It & Software,Cybersecurity,Arabic,Lucia Johnson,5.0,269,4.3,14,"Financial Modeling, Copywriting",2,Yes,Intermediate,59.99,32,2025-09-16,2025,9,False,False
CRS10731,Cloud Computing Crash Course,It & Software,Cloud Computing,German,Sofia Johnson,7.6,15879,4.0,541,"Google Ads, Piano",2,No,All Levels,9.99,1480,2024-04-28,2024,4,False,False
CRS10753,The Ultimate Game Development Course,Development,Game Development,English,Michael Johnson,4.8,32691,4.6,793,"Unreal Engine, 3D Modeling, Figma, Public Speaking",4,Yes,Intermediate,49.99,5758,2024-06-26,2024,6,True,False
CRS10186,Instruments Crash Course,Music,Instruments,Portuguese,Wanjiru Singh,6.3,1141,4.0,37,"Cybersecurity Basics, Networking",2,Yes,All Levels,49.99,59,2023-04-05,2023,4,False,False
CRS10580,Practical Finance Projects,Business,Finance,English,Yusuf Novak,1.9,3989,4.5,185,Copywriting,1,Yes,Advanced,0.0,475,2024-11-30,2024,11,False,False
CRS10051,The Ultimate Videography Course,Photography & Video,Videography,Hindi,Aarav Mueller,11.1,1385,4.2,20,"Unity, Statistics, Node.js",3,No,Beginner,99.99,205,2024-04-23,2024,4,False,False
CRS10342,Practical Data Science Projects,It & Software,Data Science,English,David Petrov,3.8,989,4.6,45,"Accounting, Machine Learning, Deep Learning, Java",4,Yes,Beginner,59.99,169,2025-12-11,2025,12,False,False
CRS10447,Practical Network & Security Projects,It & Software,Network & Security,Hindi,Sara Silva,4.3,799,4.1,22,"Tableau, Node.js",2,Yes,Intermediate,24.99,190,2025-11-13,2025,11,False,False
CRS10523,Social Media Marketing Crash Course,Marketing,Social Media Marketing,Japanese,John Kim,4.5,2707,4.2,61,"Azure, Statistics, Git, JavaScript, Java",5,No,Advanced,59.99,327,2025-01-02,2025,1,False,False
CRS10322,Personal Finance Crash Course,Personal Development,Personal Finance,German,Grace Weber,8.2,10910,4.4,414,"SQL, After Effects, AWS, Unity, Power BI",5,Yes,All Levels,9.99,787,2025-01-01,2025,1,False,False
CRS10354,Network & Security Crash Course,It & Software,Network & Security,Hindi,Lucia Kumar,4.9,12332,4.3,516,"Networking, Scrum, React, C++, Financial Modeling",5,Yes,Advanced,9.99,1456,2023-12-11,2023,12,False,False
CRS10803,The Ultimate UX/UI Design Course,Design,Ux/Ui Design,Hindi,Rahul Petrov,10.8,750,4.1,16,"Docker, JavaScript",2,Yes,Intermediate,19.99,69,2023-10-17,2023,10,False,False
CRS10143,The Ultimate Social Media Marketing Course,Marketing,Social Media Marketing,Spanish,Wanjiru Mueller,12.8,610,3.8,21,Negotiation,1,No,Advanced,59.99,36,2023-05-11,2023,5,False,False
CRS10471,Practical Music Theory Projects,Music,Music Theory,Hindi,Wei Patel,4.8,1231,4.3,45,"React, SQL, Excel, JavaScript, Guitar",5,Yes,All Levels,9.99,149,2023-01-03,2023,1,False,False
CRS10371,The Ultimate Entrepreneurship Course,Business,Entrepreneurship,Portuguese,Daniel Garcia,5.2,3747,4.8,204,C++,1,No,Beginner,99.99,234,2025-11-30,2025,11,False,False
CRS10568,Mastering Graphic Design in 2025,Design,Graphic Design,Mandarin,Grace Novak,1.4,4961,4.5,181,"Power BI, Networking",2,Yes,Advanced,24.99,280,2023-11-05,2023,11,False,False
CRS10142,Sales Crash Course,Business,Sales,French,Lucia Silva,10.0,7444,4.3,321,Copywriting,1,Yes,Intermediate,0.0,633,2023-01-26,2023,1,False,False
CRS10400,Mastering Entrepreneurship in 2025,Business,Entrepreneurship,Mandarin,Hiro Zhang,6.6,7169,4.3,116,"Photoshop, Accounting, AWS, Music Theory",4,No,All Levels,0.0,382,2023-08-31,2023,8,False,False
CRS10494,Complete Entrepreneurship Bootcamp,Business,Entrepreneurship,Mandarin,Michael Ali,4.5,2611,4.4,125,"Data Visualization, Kubernetes, Figma",3,No,All Levels,0.0,442,2024-02-05,2024,2,False,False
CRS10264,Data Science: Zero to Hero,It & Software,Data Science,Hindi,Michael Nguyen,4.7,6409,4.0,159,"HTML/CSS, AWS, Statistics, Piano, Excel",5,No,Advanced,79.99,768,2023-11-04,2023,11,False,False
CRS10321,Practical Content Marketing Projects,Marketing,Content Marketing,French,Wei Mueller,6.3,8144,4.4,0,"React, Google Ads, Data Visualization, Azure",4,No,Intermediate,0.0,1654,2023-09-02,2023,9,False,False
CRS10020,Digital Marketing Crash Course,Marketing,Digital Marketing,English,Neha Costa,8.3,6409,4.4,66,"Accounting, Git",2,No,Advanced,79.99,975,2024-10-04,2024,10,False,False
CRS10173,Advanced Mobile Development Masterclass,Development,Mobile Development,German,Yusuf Diaz,7.6,6951,4.3,289,"Scrum, After Effects, Kubernetes",3,No,All Levels,24.99,708,2023-07-29,2023,7,False,False
CRS10705,Practical Social Media Marketing Projects,Marketing,Social Media Marketing,Japanese,Olga Johnson,3.7,2006,4.4,49,"Financial Modeling, Scrum, Agile",3,No,Intermediate,0.0,267,2024-12-04,2024,12,False,False
CRS10313,Practical Finance Projects,Business,Finance,Hindi,Aisha Johnson,5.0,8374,4.4,116,"Networking, C++",2,Yes,Beginner,19.99,1643,2025-05-03,2025,5,False,False
CRS10391,Complete Programming Languages Bootcamp,Development,Programming Languages,Portuguese,Olga Mueller,8.1,21178,4.5,741,"Accounting, Music Theory, Excel, Figma",4,Yes,All Levels,59.99,2891,2025-07-08,2025,7,True,False
CRS10688,The Ultimate UX/UI Design Course,Design,Ux/Ui Design,French,Hiro Rossi,14.2,7235,4.6,110,"SEO, Piano, Negotiation, 3D Modeling",4,No,Intermediate,9.99,1575,2024-10-21,2024,10,False,True
CRS10810,Mastering Content Marketing in 2025,Marketing,Content Marketing,English,Ahmed Khan,12.7,13030,4.4,501,"Java, Unreal Engine, Financial Modeling, SQL",4,No,Beginner,49.99,2297,2025-08-29,2025,8,False,False
CRS10013,Data Science: Zero to Hero,It & Software,Data Science,Spanish,Sara Patel,4.4,4264,4.8,178,"Photoshop, Unity, Unreal Engine, Excel, HTML/CSS",5,Yes,Advanced,19.99,969,2024-02-23,2024,2,False,False
CRS10408,Mastering Mobile Development in 2025,Development,Mobile Development,Portuguese,Neha Petrov,9.1,16689,4.3,757,"Statistics, Kubernetes, Deep Learning, Tableau",4,No,Intermediate,49.99,1042,2023-08-11,2023,8,False,False
CRS10544,Content Marketing Crash Course,Marketing,Content Marketing,Japanese,Ahmed Chen,4.9,872,4.4,16,SEO,1,No,Advanced,0.0,109,2024-05-26,2024,5,False,False
CRS10039,Digital Marketing: Zero to Hero,Marketing,Digital Marketing,French,Thomas Ito,6.6,1175,4.6,17,"3D Modeling, Excel, Azure",3,No,All Levels,19.99,203,2024-01-07,2024,1,False,False
CRS10176,Cybersecurity: Zero to Hero,It & Software,Cybersecurity,Arabic,Anastasia Costa,4.5,6476,4.2,253,"Machine Learning, Figma, Financial Modeling",3,Yes,Advanced,34.99,771,2024-11-09,2024,11,False,False
CRS10246,Mastering Finance in 2025,Business,Finance,Japanese,David Singh,6.1,3970,4.5,100,"Financial Modeling, Public Speaking, Piano, Accounting",4,No,All Levels,24.99,262,2024-05-07,2024,5,False,False
CRS10721,Advanced UX/UI Design Masterclass,Design,Ux/Ui Design,French,Maria Weber,4.7,3406,4.1,47,"Unity, Music Theory, Azure, React",4,Yes,Advanced,99.99,270,2024-05-20,2024,5,False,False
CRS10590,The Ultimate Photography Basics Course,Photography & Video,Photography Basics,Mandarin,Olga Khan,8.3,2672,3.9,71,"Excel, After Effects, Data Visualization, Azure",4,Yes,Beginner,49.99,598,2023-06-19,2023,6,False,False
CRS10658,Music Theory: Zero to Hero,Music,Music Theory,Japanese,Lucia Novak,4.7,4197,3.3,251,"Deep Learning, Guitar, Docker, Google Ads, Public Speaking",5,Yes,Intermediate,19.99,323,2025-05-23,2025,5,False,False
CRS10744,Complete Video Editing Bootcamp,Photography & Video,Video Editing,Portuguese,Emily Kim,7.9,1651,4.2,70,"Deep Learning, Unity, Kubernetes, Git",4,Yes,Advanced,12.99,227,2023-12-04,2023,12,False,False
CRS10155,Mastering Leadership in 2025,Personal Development,Leadership,Hindi,Liam Costa,7.6,12812,4.2,169,Figma,1,No,All Levels,24.99,1448,2023-12-22,2023,12,False,False
CRS10288,Complete SEO Bootcamp,Marketing,Seo,Arabic,Rahul Smith,5.1,1610,4.8,63,"SQL, Google Ads, Networking, Machine Learning, Java",5,No,Advanced,19.99,139,2023-09-29,2023,9,False,False
CRS10527,Photography Basics: Zero to Hero,Photography & Video,Photography Basics,German,Fatima Patel,5.9,2761,4.0,69,"Agile, HTML/CSS, React, Git, C++",5,No,Intermediate,9.99,592,2024-05-07,2024,5,False,False
CRS10018,Videography for Beginners,Photography & Video,Videography,German,Kenji Smith,4.6,8260,4.4,414,"Financial Modeling, Copywriting, Figma, SQL",4,Yes,All Levels,24.99,721,2024-07-24,2024,7,False,False
CRS10128,The Ultimate Content Marketing Course,Marketing,Content Marketing,Mandarin,Rahul Zhang,6.5,3948,5.0,52,"Azure, Copywriting, HTML/CSS, Unity, Machine Learning",5,Yes,Advanced,0.0,809,2024-05-03,2024,5,False,False
CRS10323,Advanced Productivity Masterclass,Personal Development,Productivity,German,Lucia Johnson,8.3,10879,4.3,406,"JavaScript, Unreal Engine",2,No,Advanced,24.99,1371,2024-09-08,2024,9,False,False
CRS10256,Web Development for Beginners,Development,Web Development,Japanese,Kenji Chen,7.8,12984,4.3,442,"Financial Modeling, Node.js, Copywriting",3,Yes,Advanced,0.0,699,2024-06-11,2024,6,False,False
CRS10577,The Ultimate Design Tools Course,Design,Design Tools,Japanese,David Zhang,3.8,29728,4.2,1535,"Python, Unreal Engine, SEO, Excel, Cybersecurity Basics",5,No,Advanced,19.99,4698,2023-04-28,2023,4,True,False
CRS10834,Advanced Data Science Masterclass,It & Software,Data Science,German,Kenji Ito,8.2,13325,4.5,774,"Networking, Figma",2,No,All Levels,19.99,2340,2025-04-26,2025,4,False,False
CRS10191,Advanced Photography Basics Masterclass,Photography & Video,Photography Basics,French,Carlos Ali,6.0,1002,4.2,38,"JavaScript, Data Visualization, Excel",3,No,Beginner,49.99,188,2025-07-25,2025,7,False,False
CRS10116,Complete Sales Bootcamp,Business,Sales,Spanish,David Sharma,5.0,1508,4.1,69,"Tableau, Copywriting, AWS, 3D Modeling",4,Yes,All Levels,99.99,292,2026-01-12,2026,1,False,False
CRS10540,Mastering 3D & Animation in 2025,Design,3D & Animation,Mandarin,Emily Singh,1.4,390,4.3,12,"Kubernetes, Networking, Financial Modeling, Figma, Agile",5,Yes,Advanced,59.99,66,2024-08-22,2024,8,False,False
CRS10181,The Ultimate Data Science Course,It & Software,Data Science,English,Michael Mueller,2.9,976,4.0,57,"Power BI, JavaScript, SQL, React, Data Visualization",5,No,Beginner,59.99,128,2024-06-01,2024,6,False,False
CRS10302,Mastering Cybersecurity in 2025,It & Software,Cybersecurity,Arabic,Wei Zhang,8.1,50292,4.9,1657,"AWS, SQL, Networking, Machine Learning",4,Yes,Intermediate,0.0,3037,2024-08-04,2024,8,True,False
CRS10663,Mastering Programming Languages in 2025,Development,Programming Languages,French,Emily Garcia,3.0,5415,5.0,193,"Guitar, Public Speaking",2,Yes,Advanced,99.99,582,2025-03-26,2025,3,False,False
CRS10622,Productivity: Zero to Hero,Personal Development,Productivity,Hindi,Daniel Zhang,6.1,585,4.4,24,3D Modeling,1,No,Intermediate,0.0,125,2025-06-01,2025,6,False,False
